path	size_bytes	compressed_bytes
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_878	300	103
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_881	311	110
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_882	897	363
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_883	491	169
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_888	292	96
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_979	313	113
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AC	328	148
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AD	486	210
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AE	668	294
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AF	463	189
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AG	762	338
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AI	731	329
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AL	790	343
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AM	712	332
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AO	348	148
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AR	8246	1606
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AS	700	312
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AT	1886	618
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AU	1862	672
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AW	464	219
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AX	701	331
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_AZ	1044	336
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BA	995	373
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BB	904	405
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BD	2106	952
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BE	868	377
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BF	440	200
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BG	1460	387
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BH	558	268
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BI	361	152
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BJ	414	198
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BL	386	177
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BM	680	306
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BN	383	180
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BO	696	331
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BQ	396	178
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BR	1610	541
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BS	951	435
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BT	615	233
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BW	813	367
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BY	1246	531
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_BZ	475	212
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CA	964	353
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CC	808	401
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CD	519	210
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CF	365	157
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CG	530	241
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CH	703	295
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CI	483	210
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CK	328	138
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CL	2040	517
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CM	455	196
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CN	7821	1440
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CO	858	340
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CR	631	309
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CU	622	271
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CV	415	195
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CW	561	278
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CX	826	412
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CY	423	201
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_CZ	728	314
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_DE	3122	1147
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_DJ	346	149
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_DK	413	154
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_DM	725	327
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_DO	979	417
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_DZ	678	282
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_EC	760	296
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_EE	1100	468
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_EG	628	292
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_EH	412	198
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_ER	383	179
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_ES	853	331
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_ET	1018	458
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_FI	1351	520
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_FJ	483	229
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_FK	270	86
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_FM	466	185
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_FO	443	229
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_FR	842	328
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GA	548	208
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GB	2874	1178
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GD	787	358
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GE	840	355
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GF	523	228
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GG	675	330
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GH	792	306
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GI	370	167
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GL	394	177
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GM	426	201
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GN	491	217
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GP	567	253
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GQ	469	215
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GR	1053	454
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GT	432	194
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GU	1059	377
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GW	405	182
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_GY	474	231
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_HK	1435	637
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_HN	731	333
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_HR	938	358
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_HT	401	194
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_HU	717	298
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_ID	2057	652
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_IE	1308	510
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_IL	1162	512
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_IM	620	311
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_IN	8838	1856
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_IO	297	110
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_IQ	531	234
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_IR	1121	482
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_IS	865	420
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_IT	2327	721
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_JE	781	361
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_JM	977	434
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_JO	1113	508
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_JP	7970	1387
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KE	654	307
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KG	834	378
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KH	759	339
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KI	524	238
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KM	344	142
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KN	704	323
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KP	564	254
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KR	2018	652
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KW	679	329
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KY	866	393
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_KZ	937	373
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LA	613	272
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LB	621	274
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LC	762	347
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LI	773	364
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LK	522	243
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LR	566	238
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LS	342	142
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LT	646	296
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LU	1384	484
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LV	375	163
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_LY	533	244
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MA	882	395
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MC	768	256
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MD	580	267
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_ME	597	290
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MF	407	191
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MG	451	223
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MH	381	175
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MK	718	330
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_ML	603	263
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MM	2157	849
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MN	824	345
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MO	504	233
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MP	829	321
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MQ	552	247
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MR	388	173
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MS	672	301
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MT	570	274
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MU	690	329
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MV	559	270
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MW	510	213
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MX	2166	507
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MY	1411	609
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_MZ	439	199
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NA	909	390
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NC	459	194
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NE	519	235
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NF	407	187
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NG	1029	405
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NI	422	197
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NL	1574	532
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NO	680	308
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NP	817	328
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NR	345	146
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NU	327	132
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_NZ	1095	492
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_OM	535	248
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PA	990	460
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PE	736	340
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PF	552	226
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PG	548	264
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PH	1203	519
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PK	1846	636
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PL	1187	449
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PM	454	205
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PR	639	257
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PS	547	245
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PT	721	347
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PW	441	206
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_PY	1234	514
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_QA	460	212
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_RE	564	280
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_RO	715	320
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_RS	738	343
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_RU	2062	590
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_RW	513	205
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SA	705	289
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SB	522	251
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SC	404	197
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SD	360	169
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SE	2936	807
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SG	999	358
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SH	324	150
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SI	784	366
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SJ	521	235
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SK	1319	439
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SL	384	185
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SM	599	245
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SN	568	258
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SO	760	333
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SR	477	217
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SS	345	147
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_ST	339	146
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SV	582	248
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SX	693	313
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SY	504	233
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_SZ	456	194
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_TA	246	72
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_TC	734	326
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_TD	388	180
