path	size_bytes	compressed_bytes
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_ZA	1129	490
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_ZM	585	227
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_ZW	1985	834
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AC	213	71
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AD	207	69
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AE	256	113
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AF	288	120
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AG	232	90
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AI	211	79
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AL	391	200
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AM	277	124
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AO	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AR	386	187
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AS	239	105
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AT	286	127
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AU	552	273
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AW	232	100
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AX	228	93
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_AZ	302	124
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BA	333	167
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BB	224	88
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BD	437	226
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BE	543	286
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BF	193	62
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BG	280	121
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BH	387	199
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BI	324	166
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BJ	270	128
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BL	184	57
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BM	211	79
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BN	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BO	251	112
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BQ	226	91
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BR	762	390
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BS	201	67
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BT	251	115
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BW	307	148
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BY	270	122
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_BZ	212	70
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CA	348	163
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CC	207	70
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CD	303	128
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CF	234	94
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CG	205	82
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CH	520	258
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CI	283	118
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CK	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CL	1069	460
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CM	289	116
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CN	301	131
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CO	359	173
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CR	450	234
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CU	280	142
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CV	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CW	226	91
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CX	207	70
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CY	259	113
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_CZ	328	156
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_DE	293	147
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_DJ	193	62
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_DK	309	158
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_DM	228	77
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_DO	207	70
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_DZ	278	125
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_EC	237	81
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_EE	1775	766
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_EG	298	131
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_EH	221	73
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_ER	349	155
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_ES	705	329
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_ET	254	97
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_FI	275	133
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_FJ	318	166
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_FK	201	75
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_FM	238	99
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_FO	241	106
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_FR	650	313
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GA	240	95
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GB	661	332
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GD	211	79
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GE	325	133
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GF	196	63
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GG	285	141
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GH	326	136
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GI	531	246
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GL	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GM	236	75
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GN	236	99
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GP	196	63
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GR	340	172
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GT	291	130
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GU	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GW	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_GY	322	164
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_HK	561	272
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_HN	255	106
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_HR	402	191
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_HT	267	113
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_HU	397	206
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_ID	314	152
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_IE	391	194
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_IL	324	150
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_IM	281	136
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_IN	1605	736
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_IQ	336	142
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_IR	584	283
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_IS	376	195
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_IT	604	279
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_JE	327	164
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_JM	238	96
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_JO	341	164
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_JP	219	99
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KE	728	337
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KG	253	105
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KH	283	120
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KI	289	136
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KM	193	62
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KN	228	77
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KP	216	74
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KR	403	215
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KW	244	116
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KY	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_KZ	319	133
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LA	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LB	237	81
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LC	213	71
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LI	268	118
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LK	389	189
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LR	301	128
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LS	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LT	367	157
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LU	280	139
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LV	380	197
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_LY	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MA	221	73
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MC	227	81
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MD	356	175
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_ME	342	170
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MF	196	63
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MG	230	74
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MH	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MK	305	141
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_ML	595	298
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MM	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MN	207	69
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MO	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MP	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MQ	224	74
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MR	193	62
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MS	213	71
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MT	245	109
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MU	255	113
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MV	278	134
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MW	283	120
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MX	325	163
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MY	512	269
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_MZ	257	104
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NA	245	106
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NC	341	180
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NE	386	175
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NF	222	74
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NG	255	106
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NI	298	149
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NL	385	197
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NO	317	162
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NP	272	127
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NR	214	84
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NU	213	87
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_NZ	351	173
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_OM	286	146
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PA	203	79
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PE	222	74
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PF	196	63
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PG	294	128
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PH	216	74
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PK	266	118
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PL	321	162
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PM	239	106
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PR	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PS	256	123
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PT	404	210
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PW	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_PY	212	84
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_QA	236	105
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_RE	224	74
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_RO	424	219
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_RS	258	101
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_RU	239	84
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_RW	237	117
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SA	412	223
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SB	296	151
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SC	291	153
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SD	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SE	556	282
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SG	313	160
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SH	256	111
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SI	358	177
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SJ	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SK	302	145
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SL	280	119
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SM	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SN	418	202
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SO	225	84
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SR	212	76
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SS	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_ST	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SV	328	172
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SX	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SY	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_SZ	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TC	213	71
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TD	193	62
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TG	254	103
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TH	855	408
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TJ	225	75
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TL	228	104
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TM	198	70
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TN	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TO	231	77
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TR	1028	492
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TT	201	67
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TV	201	75
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TW	355	197
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_TZ	281	123
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_UA	383	196
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_UG	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_US	770	396
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_UY	268	135
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_UZ	323	127
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_VA	207	69
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_VC	213	71
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_VE	228	78
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_VG	213	71
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_VI	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_VN	204	68
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_VU	192	60
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_WF	196	63
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_WS	268	120
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_XK	225	75
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_YE	207	69
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_YT	212	70
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_ZA	444	227
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_ZM	219	74
assets/io/michaelrocks/libphonenumber/android/data/ShortNumberMetadataProto_ZW	358	170
assets/quiz_bookmark.db	16384	478
assets/quiz_level.db	12288	251
assets/settingani.json	4617	1344
billing.properties	50	37
classes.dex	8739336	3568830
classes2.dex	9116836	3547670
classes3.dex	3295524	1116474
core.properties	46	35
firebase-analytics.properties	74	50
firebase-annotations.properties	78	51
firebase-appcheck-interop.properties	102	64
firebase-auth-interop.properties	80	51
firebase-auth.properties	64	45
firebase-common.properties	68	45
firebase-components.properties	76	50
firebase-core.properties	64	45
firebase-database-collection.properties	94	56
firebase-database.properties	72	45
firebase-datatransport.properties	82	54
firebase-encoders-json.properties	82	53
firebase-encoders.properties	72	48
firebase-iid-interop.properties	78	52
firebase-installations-interop.properties	98	60
firebase-installations.properties	82	53
firebase-measurement-connector.properties	98	61
firebase-messaging.properties	74	50
firebase-storage.properties	70	46
groverconfig8491016507689653801/instrumentation.ser	951	580
kotlin/annotation/annotation.kotlin_builtins	926	559
kotlin/collections/collections.kotlin_builtins	3685	1521
kotlin/coroutines/coroutines.kotlin_builtins	200	157
kotlin/internal/internal.kotlin_builtins	758	457
kotlin/kotlin.kotlin_builtins	13050	4151
kotlin/ranges/ranges.kotlin_builtins	2301	956
kotlin/reflect/reflect.kotlin_builtins	2338	1226
play-services-ads-base.properties	82	54
play-services-ads-identifier.properties	94	59
play-services-ads-lite.properties	82	54
play-services-ads.properties	72	49
play-services-appset.properties	78	52
play-services-auth-api-phone.properties	94	60
play-services-auth-base.properties	84	55
play-services-auth.properties	74	50
play-services-base.properties	74	50
play-services-basement.properties	82	53
play-services-cloud-messaging.properties	96	61
play-services-measurement-api.properties	96	60
play-services-measurement-base.properties	98	61
play-services-measurement-impl.properties	98	61
play-services-measurement-sdk-api.properties	104	64
play-services-measurement-sdk.properties	96	60
play-services-measurement.properties	88	56
play-services-safetynet.properties	84	55
play-services-stats.properties	76	51
play-services-tasks.properties	76	51
res/anim-v21/design_bottom_sheet_slide_in.xml	616	299
res/anim-v21/design_bottom_sheet_slide_out.xml	616	298
res/anim-v21/fragment_fast_out_extra_slow_in.xml	364	218
res/anim-v21/mtrl_bottom_sheet_slide_in.xml	616	299
res/anim-v21/mtrl_bottom_sheet_slide_out.xml	616	296
res/anim/abc_fade_in.xml	388	217
res/anim/abc_fade_out.xml	388	218
res/anim/abc_grow_fade_in_from_bottom.xml	852	376
res/anim/abc_popup_enter.xml	508	259
res/anim/abc_popup_exit.xml	508	261
res/anim/abc_shrink_fade_out_from_bottom.xml	852	376
res/anim/abc_slide_in_bottom.xml	396	228
res/anim/abc_slide_in_top.xml	396	229
res/anim/abc_slide_out_bottom.xml	396	227
res/anim/abc_slide_out_top.xml	396	228
res/anim/abc_tooltip_enter.xml	388	218
res/anim/abc_tooltip_exit.xml	388	217
res/anim/anim_right.xml	640	299
res/anim/anim_right_a.xml	352	195
res/anim/anim_right_amaths.xml	352	197
res/anim/anim_right_b.xml	352	195
res/anim/anim_right_bmaths.xml	352	201
res/anim/anim_right_c.xml	352	196
res/anim/anim_right_cmaths.xml	352	200
res/anim/anim_right_d.xml	352	196
res/anim/anim_right_dmath.xml	352	201
res/anim/anim_right_e.xml	352	196
res/anim/anim_right_emath.xml	352	196
res/anim/bounce.xml	572	283
res/anim/btn_checkbox_to_checked_box_inner_merged_animation.xml	2124	642
res/anim/btn_checkbox_to_checked_box_outer_merged_animation.xml	2780	741
res/anim/btn_checkbox_to_checked_icon_null_animation.xml	1196	397
res/anim/btn_checkbox_to_unchecked_box_inner_merged_animation.xml	2360	659
res/anim/btn_checkbox_to_unchecked_check_path_merged_animation.xml	2520	731
res/anim/btn_checkbox_to_unchecked_icon_null_animation.xml	1196	396
res/anim/btn_radio_to_off_mtrl_dot_group_animation.xml	1656	431
res/anim/btn_radio_to_off_mtrl_ring_outer_animation.xml	1656	433
res/anim/btn_radio_to_off_mtrl_ring_outer_path_animation.xml	1028	372
res/anim/btn_radio_to_on_mtrl_dot_group_animation.xml	1656	421
res/anim/btn_radio_to_on_mtrl_ring_outer_animation.xml	1656	429
res/anim/btn_radio_to_on_mtrl_ring_outer_path_animation.xml	1028	379
res/anim/close_next.xml	464	244
res/anim/design_snackbar_in.xml	312	181
res/anim/design_snackbar_out.xml	312	178
res/anim/fade_out.xml	460	242
res/anim/fade_outmath.xml	460	243
res/anim/fifty_fifty.xml	580	293
res/anim/left_right.xml	464	244
res/anim/mtrl_card_lowers_interpolator.xml	400	216
res/anim/open_next.xml	464	244
res/anim/right_ans_anim.xml	508	276
res/anim/slide_up.xml	580	293
res/anim/slide_up1.xml	460	245
res/anim/timer_counter.xml	508	272
res/anim/zoom_in_out.xml	956	361
res/animator-v21/design_appbar_state_list_animator.xml	1216	441
res/animator/design_fab_hide_motion_spec.xml	796	329
res/animator/design_fab_show_motion_spec.xml	796	326
res/animator/fastscroll__default_hide.xml	868	350
res/animator/fastscroll__default_show.xml	868	349
res/animator/fragment_close_enter.xml	1128	396
res/animator/fragment_close_exit.xml	1128	395
res/animator/fragment_fade_enter.xml	452	265
res/animator/fragment_fade_exit.xml	452	265
res/animator/fragment_open_enter.xml	1128	389
res/animator/fragment_open_exit.xml	1128	392
res/animator/linear_indeterminate_line1_head_interpolator.xml	400	214
res/animator/linear_indeterminate_line1_tail_interpolator.xml	400	211
res/animator/linear_indeterminate_line2_head_interpolator.xml	400	207
res/animator/linear_indeterminate_line2_tail_interpolator.xml	400	216
res/animator/mtrl_btn_state_list_anim.xml	2664	610
res/animator/mtrl_btn_unelevated_state_list_anim.xml	120	66
res/animator/mtrl_card_state_list_anim.xml	1208	483
res/animator/mtrl_chip_state_list_anim.xml	1072	391
res/animator/mtrl_extended_fab_change_size_collapse_motion_spec.xml	1116	378
res/animator/mtrl_extended_fab_change_size_expand_motion_spec.xml	1116	377
res/animator/mtrl_extended_fab_hide_motion_spec.xml	608	322
res/animator/mtrl_extended_fab_show_motion_spec.xml	820	359
res/animator/mtrl_extended_fab_state_list_animator.xml	2724	613
res/animator/mtrl_fab_hide_motion_spec.xml	796	333
res/animator/mtrl_fab_show_motion_spec.xml	796	337
res/animator/mtrl_fab_transformation_sheet_collapse_spec.xml	1888	512
res/animator/mtrl_fab_transformation_sheet_expand_spec.xml	1888	510
res/color-night-v8/material_timepicker_button_stroke.xml	376	206
res/color-night-v8/material_timepicker_clockface.xml	376	205
res/color-night-v8/material_timepicker_modebutton_tint.xml	340	179
res/color-v21/abc_btn_colored_borderless_text_material.xml	464	228
res/color-v23/abc_btn_colored_borderless_text_material.xml	500	242
res/color-v23/abc_btn_colored_text_material.xml	500	242
res/color-v23/abc_color_highlight_material.xml	544	258
res/color-v23/abc_tint_btn_checkable.xml	624	272
res/color-v23/abc_tint_default.xml	1120	368
res/color-v23/abc_tint_edittext.xml	668	282
res/color-v23/abc_tint_seek_thumb.xml	500	241
res/color-v23/abc_tint_spinner.xml	668	282
